"freq","word1","word2","word3"
"2","bureau","of","criminal"
"4","bureau","of","labor"
"2","burn","in","hell"
"2","burst","out","laughing"
"2","bus","down","to"
"2","bush","administration","unk"
"2","bush","tax","cuts"
"2","bush","v","gore"
"3","business","he","said"
"2","business","i","have"
"3","business","network","international"
"2","business","of","unk"
"2","business","practices","in"
"2","business","side","of"
"2","business","that","i"
"2","business","they","are"
"2","business","they","will"
"2","business","with","the"
"2","businesses","in","the"
"2","busy","day","tomorrow"
"2","busy","this","week"
"2","busy","with","the"
"2","busy","working","on"
"2","but","a","bit"
"7","but","a","few"
"3","but","a","good"
"2","but","a","great"
"2","but","a","habit"
"6","but","a","little"
"5","but","a","lot"
"2","but","a","new"
"5","but","after","a"
"3","but","after","that"
"5","but","after","the"
"2","but","alas","i"
"3","but","all","i"
"2","but","all","in"
"2","but","all","of"
"3","but","all","the"
"2","but","along","with"
"4","but","also","for"
"4","but","also","in"
"2","but","also","some"
"4","but","also","the"
"4","but","also","to"
"2","but","also","unk"
"2","but","anyone","who"
"4","but","as","a"
"2","but","as","he"
"2","but","as","his"
"7","but","as","i"
"2","but","as","some"
"3","but","as","soon"
"8","but","as","the"
"2","but","as","you"
"2","but","aside","from"
"14","but","at","least"
"20","but","at","the"
"2","but","at","this"
"2","but","b","c"
"2","but","back","to"
"3","but","based","on"
"2","but","because","i"
"4","but","because","it"
"6","but","because","of"
"2","but","because","we"
"2","but","before","i"
"2","but","before","the"
"2","but","before","we"
"2","but","beware","of"
"2","but","beyond","that"
"5","but","by","the"
"2","but","can","also"
"3","but","can","be"
"2","but","can","get"
"4","but","can","you"
"2","but","couldn't","find"
"2","but","decided","to"
"2","but","declined","to"
"9","but","did","not"
"2","but","did","you"
"2","but","didn't","have"
"2","but","didn't","know"
"2","but","do","not"
"2","but","do","you"
"3","but","does","not"
"2","but","don't","ask"
"2","but","don't","be"
"2","but","don't","expect"
"2","but","don't","make"
"2","but","don't","tell"
"2","but","don't","we"
"3","but","don't","worry"
"3","but","don't","you"
"2","but","due","to"
"2","but","either","way"
"2","but","enough","to"
"5","but","even","if"
"3","but","even","that"
"2","but","even","then"
"2","but","even","with"
"2","but","eventually","they"
"4","but","every","time"
"2","but","everything","is"
"2","but","few","people"
"3","but","for","a"
"4","but","for","all"
"4","but","for","me"
"4","but","for","now"
"7","but","for","some"
"9","but","for","the"
"4","but","from","the"
"2","but","from","what"
"2","but","given","the"
"3","but","god","is"
"2","but","had","a"
"2","but","had","been"
"2","but","had","never"
"2","but","has","to"
"3","but","have","a"
"3","but","have","been"
"3","but","have","to"
"3","but","have","you"
"2","but","he's","a"
"3","but","he's","also"
"4","but","he's","not"
"2","but","he's","one"
"2","but","he","admits"
"8","but","he","also"
"8","but","he","did"
"2","but","he","didn't"
"3","but","he","does"
"8","but","he","doesn't"
"5","but","he","had"
"9","but","he","has"
"8","but","he","is"
"2","but","he","never"
"2","but","he","noted"
"7","but","he","said"
"2","but","he","says"
"2","but","he","should"
"4","but","he","still"
"2","but","he","unk"
"8","but","he","was"
"3","but","he","wasn't"
"2","but","he","would"
"2","but","her","mother"
"3","but","here's","my"
"2","but","here","finally"
"3","but","here","is"
"2","but","hes","a"
"2","but","his","own"
"3","but","hope","to"
"2","but","how","about"
"3","but","how","do"
"2","but","how","is"
"4","but","how","much"
"2","but","i'd","rather"
"2","but","i'll","just"
"2","but","i'll","keep"
"2","but","i'll","make"
"2","but","i'll","still"
"2","but","i'll","take"
"2","but","i'll","tell"
"3","but","i'll","try"
"7","but","i'm","a"
"2","but","i'm","afraid"
"5","but","i'm","also"
"2","but","i'm","glad"
"4","but","i'm","going"
"3","but","i'm","just"
"2","but","i'm","kind"
"10","but","i'm","not"
"2","but","i'm","on"
"3","but","i'm","pretty"
"3","but","i'm","so"
"5","but","i'm","still"
"5","but","i'm","sure"
"3","but","i'm","thinking"
"3","but","i've","been"
"2","but","i've","just"
"3","but","i've","never"
"2","but","i","actually"
"2","but","i","admit"
"2","but","i","already"
"13","but","i","also"
"4","but","i","always"
"40","but","i","am"
"3","but","i","believe"
"4","but","i","bet"
"16","but","i","can"
"14","but","i","can't"
"3","but","i","could"
"6","but","i","couldn't"
"2","but","i","decided"
"2","but","i","definitely"
"13","but","i","did"
"9","but","i","didn't"
"11","but","i","digress"
"19","but","i","do"
"29","but","i","don't"
"4","but","i","dont"
"3","but","i","doubt"
"2","but","i","ended"
"5","but","i","feel"
"6","but","i","find"
"5","but","i","found"
"2","but","i","gave"
"2","but","i","give"
"5","but","i","got"
"3","but","i","gotta"
"7","but","i","guess"
"7","but","i","had"
"4","but","i","hate"
"43","but","i","have"
"2","but","i","haven't"
"2","but","i","honestly"
"4","but","i","hope"
"18","but","i","just"
"2","but","i","keep"
"4","but","i","knew"
"16","but","i","know"
"10","but","i","like"
"2","but","i","live"
"2","but","i","look"
"10","but","i","love"
"2","but","i","made"
"2","but","i","make"
"3","but","i","might"
"2","but","i","miss"
"6","but","i","need"
"7","but","i","never"
"2","but","i","prefer"
"3","but","i","read"
"14","but","i","really"
"3","but","i","remember"
"2","but","i","said"
"2","but","i","see"
"4","but","i","should"
"2","but","i","spent"
"12","but","i","still"
"2","but","i","suppose"
"6","but","i","suspect"
"3","but","i","swear"
"35","but","i","think"
"4","but","i","thought"
"2","but","i","totally"
"3","but","i","try"
"2","but","i","understand"
"2","but","i","unk"
"2","but","i","usually"
"5","but","i","want"
"7","but","i","wanted"
"24","but","i","was"
"5","but","i","wasn't"
"19","but","i","will"
"8","but","i","won't"
"11","but","i","would"
"3","but","i","wouldn't"
"2","but","if","any"
"9","but","if","i"
"2","but","if","i'm"
"3","but","if","it"
"2","but","if","she"
"2","but","if","so"
"7","but","if","the"
"6","but","if","they"
"2","but","if","u"
"5","but","if","we"
"23","but","if","you"
"2","but","if","your"
"2","but","ignore","the"
"2","but","im","back"
"2","but","in","a"
"3","but","in","fact"
"2","but","in","general"
"4","but","in","my"
"3","but","in","order"
"2","but","in","recent"
"3","but","in","some"
"2","but","in","terms"
"30","but","in","the"
"5","but","in","this"
"3","but","in","unk"
"3","but","in","your"
"2","but","instead","he"
"3","but","instead","of"
"3","but","is","a"
"4","but","is","it"
"3","but","is","not"
"3","but","is","that"
"2","but","is","there"
"11","but","it's","a"
"2","but","it's","all"
"11","but","it's","also"
"2","but","it's","always"
"2","but","it's","going"
"2","but","it's","good"
"3","but","it's","hard"
"2","but","it's","his"
"2","but","it's","in"
"5","but","it's","just"
"2","but","it's","like"
"4","but","it's","more"
"21","but","it's","not"
"2","but","it's","on"
"2","but","it's","one"
"2","but","it's","so"
"6","but","it's","still"
"8","but","it's","the"
"2","but","it's","tough"
"3","but","it's","true"
"5","but","it's","unk"
"4","but","it","all"
"10","but","it","also"
"2","but","it","appears"
"4","but","it","can"
"2","but","it","certainly"
"5","but","it","could"
"8","but","it","didn't"
"12","but","it","does"
"7","but","it","doesn't"
"5","but","it","feels"
"6","but","it","had"
"6","but","it","has"
"3","but","it","hasn't"
"2","but","it","hurts"
"46","but","it","is"
"3","but","it","isn't"
"4","but","it","just"
"4","but","it","looks"
"3","but","it","makes"
"3","but","it","must"
"2","but","it","never"
"3","but","it","only"
"3","but","it","really"
"4","but","it","seemed"
"4","but","it","seems"
"2","but","it","should"
"5","but","it","still"
"3","but","it","sure"
"2","but","it","took"
"2","but","it","turned"
"3","but","it","turns"
"50","but","it","was"
"8","but","it","wasn't"
"9","but","it","will"
"3","but","it","won't"
"2","but","it","worked"
"5","but","it","would"
"3","but","it","wouldn't"
"3","but","its","a"
"3","but","its","okay"
"2","but","its","worth"
"3","but","just","a"
"3","but","just","the"
"2","but","just","to"
"2","but","last","week"
"2","but","later","in"
"2","but","let's","just"
"3","but","listening","to"
"2","but","love","the"
"2","but","made","a"
"2","but","maybe","not"
"2","but","more","because"
"2","but","more","importantly"
"5","but","more","often"
"3","but","most","likely"
"6","but","most","of"
"2","but","most","people"
"2","but","much","less"
"3","but","much","of"
"2","but","my","family"
"2","but","my","son"
"2","but","my","tattoo"
"2","but","my","unk"
"2","but","need","to"
"2","but","needless","to"
"2","but","never","tried"
"2","but","no","longer"
"2","but","no","more"
"6","but","no","one"
"2","but","no","play"
"2","but","no","unk"
"5","but","none","of"
"6","but","not","a"
"2","but","not","all"
"4","but","not","as"
"3","but","not","before"
"2","but","not","bone"
"3","but","not","enough"
"2","but","not","exactly"
"2","but","not","for"
"2","but","not","glad"
"2","but","not","great"
"2","but","not","her"
"3","but","not","in"
"3","but","not","looking"
"2","but","not","much"
"2","but","not","nearly"
"3","but","not","necessarily"
"3","but","not","really"
"5","but","not","so"
"2","but","not","sure"
"7","but","not","the"
"2","but","not","to"
"2","but","not","too"
"5","but","not","unk"
"2","but","not","wanting"
"2","but","not","well"
"2","but","now","he's"
"9","but","now","i"
"4","but","now","i'm"
"2","but","now","im"
"3","but","now","that"
"2","but","now","we"
"2","but","now","you"
"10","but","of","course"
"3","but","on","a"
"2","but","on","sunday"
"6","but","on","the"
"3","but","once","he"
"2","but","one","day"
"2","but","one","more"
"8","but","one","of"
"3","but","one","that"
"5","but","one","thing"
"3","but","only","a"
"6","but","only","if"
"3","but","only","in"
"2","but","over","the"
"2","but","overall","i"
"3","but","people","are"
"2","but","percent","of"
"2","but","perhaps","the"
"2","but","police","say"
"2","but","really","a"
"2","but","remember","that"
"4","but","right","now"
"2","but","said","he"
"2","but","said","it"
"3","but","said","the"
"2","but","seton","hall"
"2","but","she","also"
"2","but","she","always"
"4","but","she","didn't"
"2","but","she","had"
"6","but","she","is"
"2","but","she","said"
"4","but","she","unk"
"7","but","she","was"
"2","but","she","wasn't"
"3","but","she","wouldn't"
"4","but","since","i"
"2","but","since","this"
"4","but","so","far"
"2","but","so","were"
"4","but","some","of"
"2","but","some","people"
"2","but","somehow","i"
"2","but","sometimes","i"
"2","but","still","a"
"2","but","still","i'm"
"2","but","still","very"
"2","but","sure","enough"
"2","but","thank","u"
"3","but","thank","you"
"3","but","thanks","for"
"3","but","that's","a"
"2","but","that's","another"
"3","but","that's","just"
"6","but","that's","not"
"2","but","that's","really"
"3","but","that's","what"
"2","but","that","could"
"2","but","that","day"
"2","but","that","deal"
"4","but","that","didn't"
"2","but","that","does"
"11","but","that","doesn't"
"2","but","that","he"
"2","but","that","i"
"11","but","that","is"
"2","but","that","it"
"2","but","that","means"
"2","but","that","still"
"2","but","that","the"
"2","but","that","they"
"3","but","that","unk"
"12","but","that","was"
"2","but","that","wasn't"
"2","but","the","ball"
"2","but","the","bar"
"2","but","the","beavers"
"3","but","the","best"
"2","but","the","biggest"
"3","but","the","business"
"2","but","the","city"
"2","but","the","couple"
"2","but","the","difference"
"2","but","the","dynamics"
"3","but","the","fact"
"2","but","the","girls"
"2","but","the","government"
"2","but","the","idea"
"2","but","the","impact"
"2","but","the","job"
"2","but","the","kids"
"2","but","the","last"
"2","but","the","level"
"2","but","the","man"
"2","but","the","money"
"3","but","the","more"
"2","but","the","music"
"3","but","the","new"
"2","but","the","officials"
"2","but","the","one"
"2","but","the","only"
"2","but","the","pistons"
"4","but","the","point"
"2","but","the","principle"
"2","but","the","radio"
"6","but","the","real"
"2","but","the","realization"
"2","but","the","rest"
"2","but","the","sharks"
"2","but","the","sound"
"2","but","the","state"
"3","but","the","story"
"2","but","the","team"
"2","but","the","thing"
"2","but","the","thought"
"2","but","the","three"
"3","but","the","timing"
"6","but","the","truth"
"4","but","the","two"
"3","but","the","u"
"21","but","the","unk"
"2","but","the","way"
"2","but","then","a"
"6","but","then","again"
"16","but","then","i"
"2","but","then","the"
"3","but","then","they"
"3","but","then","we"
"5","but","then","when"
"2","but","then","you"
"7","but","there's","a"
"7","but","there's","no"
"3","but","there's","nothing"
"4","but","there's","still"
"18","but","there","are"
"16","but","there","is"
"3","but","there","isn't"
"14","but","there","was"
"5","but","there","were"
"3","but","these","are"
"2","but","these","days"
"2","but","they","all"
"5","but","they","also"
"25","but","they","are"
"4","but","they","can"
"3","but","they","didn't"
"3","but","they","do"
"5","but","they","don't"
"6","but","they","have"
"2","but","they","need"
"2","but","they","still"
"2","but","they","sure"
"7","but","they","were"
"2","but","they","weren't"
"4","but","they","will"
"2","but","they","won't"
"3","but","they","would"
"17","but","this","is"
"2","but","this","isn't"
"2","but","this","just"
"2","but","this","one"
"16","but","this","time"
"3","but","this","was"
"3","but","this","year"
"7","but","those","are"
"3","but","those","who"
"6","but","to","be"
"3","but","to","give"
"2","but","to","the"
"2","but","to","those"
"2","but","today","i'll"
"3","but","today","we"
"2","but","tonight","i"
"3","but","totally","worth"
"2","but","trust","me"
"2","but","u","s"
"2","but","unk","also"
"6","but","unk","and"
"2","but","unk","i"
"7","but","unk","is"
"2","but","unk","said"
"2","but","unk","the"
"2","but","unk","they"
"2","but","unk","this"
"12","but","unk","unk"
"4","but","unk","was"
"2","but","unk","would"
"2","but","unlike","unk"
"2","but","wanted","to"
"2","but","watch","what"
"3","but","we're","going"
"2","but","we","all"
"3","but","we","also"
"5","but","we","are"
"7","but","we","can"
"2","but","we","can't"
"2","but","we","could"
"5","but","we","didn't"
"3","but","we","do"
"2","but","we","don't"
"3","but","we","had"
"4","but","we","have"
"2","but","we","haven't"
"2","but","we","know"
"2","but","we","need"
"3","but","we","sure"
"4","but","we","were"
"2","but","we","will"
"3","but","we","won't"
"2","but","we","would"
"2","but","what","about"
"3","but","what","do"
"2","but","what","happens"
"2","but","what","if"
"2","but","what","now"
"4","but","when","he"
"17","but","when","i"
"9","but","when","it"
"2","but","when","she"
"8","but","when","the"
"4","but","when","they"
"2","but","when","we"
"4","but","when","you"
"2","but","when","you're"
"3","but","while","the"
"2","but","who","knows"
"2","but","whose","counting"
"2","but","why","do"
"4","but","will","be"
"2","but","will","likely"
"5","but","with","a"
"7","but","with","the"
"2","but","would","have"
"2","but","yet","i"
"3","but","you're","not"
"3","but","you've","got"
"2","but","you","and"
"4","but","you","are"
"17","but","you","can"
"10","but","you","can't"
"4","but","you","could"
"9","but","you","don't"
"2","but","you","guys"
"2","but","you","had"
"9","but","you","have"
"7","but","you","know"
"2","but","you","must"
"2","but","you","never"
"2","but","you","see"
"2","but","you","seem"
"2","but","you","should"
"2","but","you","still"
"4","but","you","will"
"2","but","you","won't"
"2","butt","i","still"
"3","butter","and","jelly"
"4","butter","in","a"
"2","button","on","the"
"2","buy","a","new"
"2","buy","a","ticket"
"3","buy","a","unk"
"3","buy","all","the"
"2","buy","and","sell"
"2","buy","health","insurance"
"5","buy","me","a"
"2","buy","one","get"
"2","buy","the","right"
"2","buy","you","a"
"2","buy","yourself","a"
"2","buying","and","selling"
"2","by","a","big"
"2","by","a","black"
"3","by","a","bunch"
"3","by","a","bus"
"2","by","a","certain"
"2","by","a","couple"
"2","by","a","doctor"
"5","by","a","few"
"2","by","a","former"
"3","by","a","girl"
"2","by","a","great"
"3","by","a","group"
"2","by","a","large"
"4","by","a","long"
"2","by","a","massive"
"2","by","a","panel"
"2","by","a","pitch"
"2","by","a","private"
"2","by","a","public"
"2","by","a","rookie"
"2","by","a","score"
"4","by","a","third"
"18","by","a","unk"
"2","by","a","variety"
"3","by","a","vote"
"2","by","a","well"
"2","by","a","white"
"2","by","a","wide"
"5","by","a","woman"
"2","by","a","year"
"3","by","about","million"
"2","by","about","percent"
"2","by","adding","a"
"2","by","adding","unk"
"2","by","advertising","and"
"2","by","age","years"
"2","by","alex","unk"
"2","by","all","the"
"2","by","all","those"
"2","by","an","army"
"2","by","an","english"
"2","by","an","estimated"
"2","by","an","old"
"2","by","an","suv"
"5","by","an","unk"
"4","by","and","say"
"5","by","and","see"
"2","by","and","the"
"5","by","any","means"
"2","by","any","number"
"3","by","as","much"
"2","by","as","she"
"2","by","at","the"
"2","by","beating","the"
"2","by","being","in"
"2","by","billy","joel"
"2","by","bob","unk"
"2","by","charles","unk"
"2","by","cracking","down"
"3","by","creating","an"
"3","by","e","mail"
"2","by","ed","unk"
"2","by","eliminating","the"
"2","by","failing","to"
"8","by","far","the"
"4","by","for","a"
"3","by","for","some"
"3","by","for","the"
"2","by","for","this"
"3","by","getting","a"
"2","by","god's","love"
"3","by","going","to"
"3","by","his","family"
"3","by","his","father"
"4","by","his","unk"
"3","by","his","wife"
"3","by","hundreds","of"
"2","by","hurricane","irene"
"3","by","if","you"
"2","by","increasing","their"
"3","by","jane","unk"
"2","by","jesse","unk"
"2","by","jessica","unk"
"3","by","john","unk"
"2","by","julie","kagawa"
"2","by","keeping","them"
"2","by","lengths","in"
"2","by","love","and"
"2","by","making","a"
"2","by","marc","unk"
"3","by","me","i"
"9","by","more","than"
"2","by","most","measures"
"2","by","most","people"
"2","by","my","family"
"3","by","my","side"
"2","by","myself","and"
"2","by","myself","if"
"5","by","no","means"
"2","by","now","and"
"2","by","now","have"
"2","by","now","the"
"2","by","now","you"
"2","by","on","their"
"11","by","one","of"
"2","by","only","the"
"3","by","or","more"
"3","by","our","booth"
"2","by","our","senses"
"3","by","p","m"
"2","by","paul","unk"
"2","by","people","who"
"2","by","percent","in"
"2","by","percent","over"
"2","by","peter","unk"
"2","by","pointing","out"
"3","by","product","of"
"2","by","pryor","and"
"3","by","reading","a"
"3","by","removing","the"
"2","by","saying","i"
"2","by","saying","that"
"3","by","saying","the"
"2","by","scores","of"
"2","by","senate","president"
"2","by","so","fast"
"2","by","so","i"
"3","by","some","of"
"2","by","some","sort"
"3","by","some","to"
"3","by","some","unk"
"2","by","someone","who"
"2","by","st","louis"
"2","by","stampin","up"
"2","by","sunday","night"
"2","by","taking","the"
"4","by","that","i"
"2","by","that","time"
"2","by","that","unk"
"3","by","the","administration"
"2","by","the","age"
"2","by","the","anti"
"5","by","the","associated"
"3","by","the","author"
"2","by","the","big"
"2","by","the","blood"
"2","by","the","book"
"2","by","the","british"
"2","by","the","by"
"3","by","the","california"
"9","by","the","city"
"2","by","the","college"
"2","by","the","commission"
"2","by","the","contractor"
"2","by","the","council"
"2","by","the","county"
"2","by","the","county's"
"2","by","the","dark"
"2","by","the","day"
"2","by","the","district"
"26","by","the","end"
"2","by","the","european"
"8","by","the","fact"
"2","by","the","family"
"2","by","the","fbi"
"2","by","the","fda"
"8","by","the","federal"
"2","by","the","financial"
"3","by","the","glass"
"5","by","the","government"
"2","by","the","heat"
"2","by","the","hour"
"3","by","the","house"
"2","by","the","idea"
"2","by","the","lack"
"2","by","the","lakers"
"4","by","the","late"
"2","by","the","later"
"3","by","the","league"
"2","by","the","legislature"
"2","by","the","likes"
"2","by","the","local"
"2","by","the","lovely"
"2","by","the","mayor"
"3","by","the","media"
"2","by","the","men"
"7","by","the","name"
"3","by","the","new"
"2","by","the","north"
"2","by","the","number"
"3","by","the","numbers"
"2","by","the","ohio"
"3","by","the","one"
"2","by","the","orange"
"3","by","the","oregon"
"2","by","the","other"
"4","by","the","people"
"5","by","the","police"
"2","by","the","pound"
"3","by","the","power"
"3","by","the","president"
"2","by","the","program"
"8","by","the","public"
"2","by","the","river"
"9","by","the","same"
"3","by","the","sea"
"3","by","the","senate"
"2","by","the","sheer"
"3","by","the","side"
"2","by","the","spanish"
"3","by","the","st"
"2","by","the","staff"
"12","by","the","state"
"2","by","the","station"
"2","by","the","taliban"
"2","by","the","thought"
"32","by","the","time"
"10","by","the","u"
"4","by","the","university"
"51","by","the","unk"
"2","by","the","use"
"2","by","the","wall"
"2","by","the","washington"
"35","by","the","way"
"2","by","the","weekend"
"2","by","the","wind"
"2","by","the","words"
"2","by","the","world"
"2","by","their","own"
"2","by","this","book"
"2","by","this","point"
"2","by","thomson","reuters"
"2","by","those","who"
"2","by","ticket","holders"
"2","by","tomorrow","for"
"5","by","trying","to"
"5","by","u","s"
"4","by","unk","a"
"16","by","unk","and"
"2","by","unk","as"
"3","by","unk","but"
"2","by","unk","com"
"2","by","unk","dreams"
"2","by","unk","for"
"5","by","unk","from"
"2","by","unk","himself"
"2","by","unk","i"
"6","by","unk","in"
"4","by","unk","is"
"3","by","unk","of"
"2","by","unk","on"
"2","by","unk","or"
"2","by","unk","saying"
"2","by","unk","so"
"2","by","unk","that"
"13","by","unk","the"
"2","by","unk","this"
"2","by","unk","to"
"58","by","unk","unk"
"3","by","unk","which"
"2","by","unk","who"
"2","by","unk","with"
"2","by","unk","your"
"3","by","using","the"
"2","by","veteran","unk"
"6","by","way","of"
"2","by","we","are"
"2","by","winning","three"
"2","by","word","of"
"2","by","you","guys"
"2","by","your","own"
"3","by","your","side"
"2","by","yours","truly"
"2","c","i","am"
"2","c","i","c"
"2","c","is","a"
"2","c","is","for"
"2","c","of","the"
"2","c","s","christian"
"2","c","they","do"
"3","c","u","soon"
"4","c","unk","unk"
"2","ca","amazon","co"
"5","cabin","in","the"
"2","cal","state","fullerton"
"2","california","in","the"
"2","california","kindergarten","conference"
"5","california","state","university"
"2","call","a","unk"
"2","call","and","you"
"2","call","attention","to"
"4","call","for","a"
"2","call","for","details"
"2","call","for","entries"
"2","call","for","unk"
"2","call","from","a"
"2","call","from","the"
"2","call","her","and"
"2","call","i","think"
"2","call","in","the"
"7","call","it","a"
"7","call","it","the"
"3","call","it","unk"
"4","call","me","a"
"2","call","me","asap"
"2","call","me","back"
"5","call","me","maybe"
"2","call","me","tomorrow"
"3","call","me","when"
"2","call","myself","a"
"6","call","of","duty"
"2","call","or","text"
"10","call","or","visit"
"2","call","our","office"
"2","call","that","a"
"2","call","the","third"
"5","call","the","unk"
"2","call","to","the"
"2","call","upon","me"
"2","call","us","for"
"2","call","us","the"
"2","call","us","today"
"2","call","you","unk"
"2","called","a","few"
"6","called","a","unk"
"2","called","according","to"
"2","called","and","said"
"3","called","for","a"
"2","called","for","the"
"2","called","for","unk"
"2","called","in","to"
"2","called","into","question"
"3","called","it","a"
"2","called","it","unk"
"2","called","joist","hanger"
"2","called","me","out"
"2","called","police","in"
"2","called","the","internet"
"2","called","the","police"
"12","called","the","unk"
"2","called","them","and"
"2","called","to","say"
"2","called","to","the"
"4","called","unk","and"
"2","called","unk","as"
"2","called","unk","com"
"2","called","unk","on"
"6","called","unk","unk"
"3","calling","for","the"
"3","calling","him","a"
"2","calling","it","a"
"2","calling","it","the"
"2","calling","it","unk"
"4","calling","my","name"
"4","calls","for","a"
"2","calls","for","the"
"2","calls","on","the"
"2","calls","the","unk"
"2","calls","to","the"
"2","calls","us","to"
"2","calm","down","and"
"2","calm","down","unk"
"2","calm","the","hell"
"4","calories","a","day"
"2","calories","calories","from"
"4","calories","from","fat"
"2","calories","g","fat"
"2","calories","g","protein"
"2","came","a","day"
"2","came","across","a"
"3","came","across","this"
"2","came","all","the"
"2","came","and","stayed"
"2","came","around","to"
"4","came","at","the"
"5","came","back","from"
"2","came","back","in"
"2","came","back","normal"
"2","came","back","strong"
"2","came","back","the"
"6","came","back","to"
"2","came","close","to"
"2","came","down","in"
"3","came","from","a"
"8","came","from","the"
"2","came","from","unk"
"6","came","home","and"
"2","came","home","from"
"3","came","in","and"
"3","came","in","the"
"3","came","in","to"
"3","came","into","being"
"2","came","into","my"
"2","came","into","the"
"2","came","off","the"
"2","came","on","a"
"2","came","on","after"
"2","came","on","and"
"2","came","on","so"
"2","came","on","the"
"2","came","out","against"
"2","came","out","ahead"
"7","came","out","and"
"3","came","out","for"
"7","came","out","in"
"7","came","out","of"
"4","came","out","on"
"4","came","out","the"
"7","came","out","to"
"2","came","over","for"
"2","came","time","for"
"4","came","to","a"
"3","came","to","an"
"2","came","to","help"
"2","came","to","his"
"3","came","to","my"
"2","came","to","power"
"14","came","to","the"
"2","came","to","town"
"2","came","to","unk"
"2","came","to","work"
"2","came","unk","close"
"2","came","up","in"
"2","came","up","short"
"4","came","up","to"
"18","came","up","with"
"2","came","when","the"
"2","camera","in","my"
"2","camera","in","the"
"2","cameron","said","the"
"2","camp","out","overnight"
"2","campaign","expenses","account"
"2","campaign","for","a"
"2","campaign","for","the"
"3","campaign","in","the"
"2","campaign","will","be"
"2","campaigned","on","a"
"2","camping","in","the"
"2","can't","afford","it"
"10","can't","afford","to"
"3","can't","be","all"
"2","can't","be","hurt"
"2","can't","be","serious"
"3","can't","be","the"
"2","can't","be","unk"
"2","can't","beat","us"
"2","can't","begin","to"
"4","can't","believe","how"
"3","can't","believe","i"
"3","can't","believe","i'm"
"3","can't","believe","it"
"6","can't","believe","it's"
"5","can't","believe","that"
"2","can't","believe","the"
"2","can't","believe","we"
"3","can't","believe","you"
"2","can't","bring","myself"
"2","can't","buy","happiness"
"4","can't","change","it"
"2","can't","deploy","specialized"
"7","can't","do","it"
"2","can't","do","or"
"2","can't","do","that"
"2","can't","even","believe"
"3","can't","even","get"
"2","can't","face","the"
"3","can't","feel","the"
"7","can't","figure","out"
"2","can't","find","a"
"6","can't","find","it"
"2","can't","find","my"
"5","can't","find","the"
"3","can't","get","a"
"4","can't","get","any"
"4","can't","get","enough"
"2","can't","get","over"
"4","can't","get","the"
"2","can't","get","to"
"2","can't","go","back"
"3","can't","go","to"
"2","can't","go","wrong"
"2","can't","handle","the"
"2","can't","have","a"
"9","can't","help","but"
"2","can't","help","feeling"
"2","can't","help","thinking"
"2","can't","i","have"
"3","can't","it","be"
"2","can't","judge","someone"
"3","can't","live","without"
"7","can't","make","it"
"2","can't","make","this"
"2","can't","pull","it"
"2","can't","really","explain"
"2","can't","rely","on"
"2","can't","remember","the"
"2","can't","remember","what"
"2","can't","remember","why"
"2","can't","say","i"
"3","can't","say","that"
"2","can't","see","a"
"2","can't","see","anything"
"2","can't","see","it"
"2","can't","see","or"
"3","can't","see","the"
"7","can't","seem","to"
"2","can't","sleep","at"
"3","can't","stand","it"
"2","can't","stand","that"
"2","can't","stand","when"
"2","can't","stay","up"
"2","can't","stop","eating"
"2","can't","stop","smiling"
"2","can't","take","a"
"3","can't","take","it"
"2","can't","take","the"
"3","can't","talk","about"
"6","can't","tell","you"
"5","can't","think","of"
"2","can't","understand","the"
"40","can't","wait","for"
"2","can't","wait","til"
"5","can't","wait","till"
"132","can't","wait","to"
"9","can't","wait","until"
"2","can","afford","it"
"2","can","afford","to"
"2","can","all","agree"
"2","can","all","be"
"2","can","all","relate"
"2","can","already","see"
"8","can","also","be"
"2","can","also","follow"
"3","can","always","find"
"4","can","and","do"
"2","can","and","does"
"2","can","and","i'm"
"2","can","and","should"
"2","can","answer","any"
"2","can","anyone","help"
"2","can","anyone","recommend"
"2","can","anyone","tell"
"2","can","assist","you"
"2","can","assure","you"
"2","can","at","least"
"2","can","back","it"
"24","can","be","a"
"3","can","be","achieved"
"2","can","be","adjusted"
"3","can","be","an"
"2","can","be","applied"
"6","can","be","as"
"2","can","be","associated"
"2","can","be","attributed"
"2","can","be","baked"
"2","can","be","covered"
"2","can","be","dangerous"
"4","can","be","difficult"
"5","can","be","done"
"2","can","be","easily"
"14","can","be","found"
"2","can","be","fun"
"2","can","be","funny"
"3","can","be","good"
"2","can","be","improved"
"3","can","be","in"
"2","can","be","intimidating"
"3","can","be","like"
"6","can","be","made"
"4","can","be","my"
"4","can","be","no"
"2","can","be","on"
"2","can","be","passed"
"2","can","be","purchased"
"2","can","be","quite"
"2","can","be","read"
"2","can","be","said"
"4","can","be","seen"
"6","can","be","so"
"2","can","be","taken"
"2","can","be","that"
"4","can","be","the"
"2","can","be","translated"
"13","can","be","unk"
"11","can","be","used"
"2","can","be","viewed"
"2","can","be","you"
"2","can","begin","to"
"2","can","blame","them"
"2","can","buy","a"
"2","can","buy","the"
"2","can","buy","your"
"2","can","call","me"
"3","can","catch","up"
"2","can","cause","a"
"6","can","change","the"
"2","can","check","out"
"3","can","choose","to"
"2","can","come","from"
"2","can","come","home"
"4","can","come","in"
"2","can","come","of"
"3","can","come","to"
"2","can","come","up"
"2","can","come","visit"
"2","can","compete","for"
"2","can","complain","about"
"2","can","contact","the"
